COD_COMARCA,CANDIDATO_COD,VOTOS,AÃ‘O_ID
1,1,3,1
1,3,2,1
1,10,1286,1
1,12,0,1
1,13,3,1
1,15,39,1
1,24,1,1
1,25,1,1
1,26,19,1
1,27,0,1
1,29,3,1
1,35,2,1
1,36,0,1
1,37,0,1
1,38,2,1
1,39,197,1
1,44,0,1
1,45,0,1
1,51,0,1
1,53,193,1
1,55,5,1
1,56,0,1
1,57,218,1
1,58,17,1
1,60,135,1
1,61,1,1
1,62,4,1
1,63,3,1
1,64,6,1
1,65,582,1
1,66,2,1
1,67,0,1
2,1,6,1
2,3,0,1
2,10,1472,1
2,12,2,1
2,13,0,1
2,15,43,1
2,24,2,1
2,25,1,1
2,26,17,1
2,27,0,1
2,29,8,1
2,35,0,1
2,36,0,1
2,37,1,1
2,38,1,1
2,39,356,1
2,44,1,1
2,45,0,1
2,51,1,1
2,53,230,1
2,55,2,1
2,56,0,1
2,57,302,1
2,58,16,1
2,60,227,1
2,61,1,1
2,62,3,1
2,63,3,1
2,64,6,1
2,65,1408,1
2,66,3,1
2,67,0,1
3,1,67,1
3,3,46,1
3,10,12937,1
3,12,30,1
3,13,49,1
3,15,938,1
3,24,8,1
3,25,16,1
3,26,496,1
3,27,3,1
3,29,14,1
3,35,11,1
3,36,15,1
3,37,5,1
3,38,48,1
3,39,2353,1
3,44,5,1
3,45,6,1
3,51,22,1
3,53,3093,1
3,55,21,1
3,56,5,1
3,57,3817,1
3,58,601,1
3,60,2610,1
3,61,5,1
3,62,20,1
3,63,47,1
3,64,106,1
3,65,9026,1
3,66,60,1
3,67,12,1
4,1,8,1
4,3,4,1
4,10,3492,1
4,12,0,1
4,13,4,1
4,15,71,1
4,24,2,1
4,25,2,1
4,26,91,1
4,27,0,1
4,29,1,1
4,35,3,1
4,36,2,1
4,37,0,1
4,38,3,1
4,39,686,1
4,44,0,1
4,45,0,1
4,51,13,1
4,53,708,1
4,55,4,1
4,56,4,1
4,57,726,1
4,58,28,1
4,60,521,1
4,61,1,1
4,62,7,1
4,63,12,1
4,64,24,1
4,65,2590,1
4,66,15,1
4,67,1,1
5,1,118,1
5,3,123,1
5,10,35793,1
5,12,24,1
5,13,97,1
5,15,1064,1
5,24,18,1
5,25,46,1
5,26,1401,1
5,27,7,1
5,29,62,1
5,35,33,1
5,36,15,1
5,37,28,1
5,38,54,1
5,39,7619,1
5,44,25,1
5,45,37,1
5,51,112,1
5,53,10536,1
5,55,62,1
5,56,12,1
5,57,17252,1
5,58,575,1
5,60,8284,1
5,61,50,1
5,62,80,1
5,63,181,1
5,64,405,1
5,65,25229,1
5,66,164,1
5,67,20,1
6,1,103,1
6,3,67,1
6,10,32936,1
6,12,16,1
6,13,159,1
6,15,560,1
6,24,24,1
6,25,68,1
6,26,1169,1
6,27,15,1
6,29,50,1
6,35,18,1
6,36,26,1
6,37,37,1
6,38,40,1
6,39,7809,1
6,44,18,1
6,45,33,1
6,51,102,1
6,53,8155,1
6,55,42,1
6,56,16,1
6,57,11200,1
6,58,361,1
6,60,7214,1
6,61,65,1
6,62,57,1
6,63,127,1
6,64,172,1
6,65,22563,1
6,66,124,1
6,67,19,1
7,1,18,1
7,3,9,1
7,10,5714,1
7,12,15,1
7,13,0,1
7,15,58,1
7,24,4,1
7,25,11,1
7,26,112,1
7,27,1,1
7,29,10,1
7,35,3,1
7,36,2,1
7,37,2,1
7,38,12,1
7,39,484,1
7,44,0,1
7,45,4,1
7,51,24,1
7,53,1337,1
7,55,9,1
7,56,3,1
7,57,1359,1
7,58,68,1
7,60,742,1
7,61,30,1
7,62,8,1
7,63,11,1
7,64,30,1
7,65,4809,1
7,66,12,1
7,67,8,1
8,1,0,1
8,3,3,1
8,10,791,1
8,12,0,1
8,13,0,1
8,15,19,1
8,24,0,1
8,25,1,1
8,26,10,1
8,27,1,1
8,29,1,1
8,35,0,1
8,36,2,1
8,37,0,1
8,38,1,1
8,39,123,1
8,44,0,1
8,45,4,1
8,51,4,1
8,53,180,1
8,55,0,1
8,56,0,1
8,57,193,1
8,58,18,1
8,60,155,1
8,61,0,1
8,62,1,1
8,63,3,1
8,64,6,1
8,65,1251,1
8,66,1,1
8,67,2,1
9,1,3,1
9,3,0,1
9,10,524,1
9,12,1,1
9,13,0,1
9,15,9,1
9,24,0,1
9,25,0,1
9,26,11,1
9,27,0,1
9,29,4,1
9,35,1,1
9,36,0,1
9,37,0,1
9,38,0,1
9,39,49,1
9,44,0,1
9,45,0,1
9,51,1,1
9,53,87,1
9,55,1,1
9,56,0,1
9,57,113,1
9,58,0,1
9,60,71,1
9,61,0,1
9,62,0,1
9,63,0,1
9,64,3,1
9,65,614,1
9,66,4,1
9,67,0,1
10,1,17,1
10,3,4,1
10,10,3593,1
10,12,3,1
10,13,1,1
10,15,31,1
10,24,6,1
10,25,3,1
10,26,112,1
10,27,0,1
10,29,4,1
10,35,6,1
10,36,3,1
10,37,2,1
10,38,3,1
10,39,479,1
10,44,0,1
10,45,9,1
10,51,13,1
10,53,1021,1
10,55,8,1
10,56,2,1
10,57,819,1
10,58,29,1
10,60,521,1
10,61,4,1
10,62,9,1
10,63,4,1
10,64,17,1
10,65,3567,1
10,66,20,1
10,67,4,1
11,1,59,1
11,3,54,1
11,10,22429,1
11,12,15,1
11,13,17,1
11,15,363,1
11,24,412,1
11,25,40,1
11,26,1406,1
11,27,3,1
11,29,41,1
11,35,10,1
11,36,17,1
11,37,12,1
11,38,59,1
11,39,7538,1
11,44,12,1
11,45,24,1
11,51,79,1
11,53,7313,1
11,55,29,1
11,56,13,1
11,57,12463,1
11,58,183,1
11,60,6779,1
11,61,24,1
11,62,35,1
11,63,110,1
11,64,281,1
11,65,18468,1
11,66,170,1
11,67,20,1
12,1,56,1
12,3,46,1
12,10,14820,1
12,12,20,1
12,13,23,1
12,15,272,1
12,24,12,1
12,25,14,1
12,26,575,1
12,27,6,1
12,29,35,1
12,35,9,1
12,36,12,1
12,37,5,1
12,38,33,1
12,39,4287,1
12,44,19,1
12,45,51,1
12,51,61,1
12,53,6363,1
12,55,29,1
12,56,3,1
12,57,5673,1
12,58,105,1
12,60,2871,1
12,61,17,1
12,62,30,1
12,63,63,1
12,64,289,1
12,65,6926,1
12,66,77,1
12,67,11,1
13,1,133,1
13,3,127,1
13,10,38520,1
13,12,32,1
13,13,36,1
13,15,641,1
13,24,77,1
13,25,38,1
13,26,1703,1
13,27,11,1
13,29,39,1
13,35,30,1
13,36,26,1
13,37,26,1
13,38,88,1
13,39,11726,1
13,44,19,1
13,45,45,1
13,51,136,1
13,53,11762,1
13,55,74,1
13,56,10,1
13,57,15801,1
13,58,277,1
13,60,7992,1
13,61,28,1
13,62,54,1
13,63,125,1
13,64,308,1
13,65,21880,1
13,66,203,1
13,67,30,1
14,1,162,1
14,3,121,1
14,10,62235,1
14,12,27,1
14,13,69,1
14,15,453,1
14,24,357,1
14,25,58,1
14,26,2417,1
14,27,20,1
14,29,82,1
14,35,33,1
14,36,39,1
14,37,22,1
14,38,184,1
14,39,10789,1
14,44,38,1
14,45,68,1
14,51,229,1
14,53,17756,1
14,55,132,1
14,56,17,1
14,57,22733,1
14,58,333,1
14,60,12013,1
14,61,91,1
14,62,76,1
14,63,198,1
14,64,430,1
14,65,28870,1
14,66,347,1
14,67,71,1
15,1,467,1
15,3,315,1
15,10,109226,1
15,12,71,1
15,13,99,1
15,15,1874,1
15,24,375,1
15,25,176,1
15,26,5765,1
15,27,60,1
15,29,148,1
15,35,86,1
15,36,77,1
15,37,42,1
15,38,329,1
15,39,36004,1
15,44,70,1
15,45,145,1
15,51,257,1
15,53,42950,1
15,55,348,1
15,56,163,1
15,57,66392,1
15,58,1014,1
15,60,33095,1
15,61,199,1
15,62,222,1
15,63,510,1
15,64,1217,1
15,65,82298,1
15,66,855,1
15,67,59,1
16,1,80,1
16,3,84,1
16,10,30115,1
16,12,17,1
16,13,30,1
16,15,304,1
16,24,135,1
16,25,41,1
16,26,1357,1
16,27,12,1
16,29,30,1
16,35,17,1
16,36,12,1
16,37,19,1
16,38,48,1
16,39,8032,1
16,44,15,1
16,45,37,1
16,51,80,1
16,53,8569,1
16,55,52,1
16,56,10,1
16,57,11753,1
16,58,198,1
16,60,5973,1
16,61,28,1
16,62,42,1
16,63,110,1
16,64,265,1
16,65,17374,1
16,66,160,1
16,67,32,1
17,1,24,1
17,3,2,1
17,10,7925,1
17,12,3,1
17,13,7,1
17,15,26,1
17,24,2,1
17,25,13,1
17,26,166,1
17,27,5,1
17,29,10,1
17,35,6,1
17,36,1,1
17,37,3,1
17,38,11,1
17,39,304,1
17,44,5,1
17,45,11,1
17,51,24,1
17,53,1645,1
17,55,12,1
17,56,1,1
17,57,2675,1
17,58,9,1
17,60,1359,1
17,61,3,1
17,62,9,1
17,63,20,1
17,64,50,1
17,65,4814,1
17,66,29,1
17,67,5,1
18,1,20,1
18,3,19,1
18,10,7563,1
18,12,11,1
18,13,0,1
18,15,54,1
18,24,81,1
18,25,9,1
18,26,289,1
18,27,2,1
18,29,14,1
18,35,4,1
18,36,4,1
18,37,2,1
18,38,9,1
18,39,1473,1
18,44,5,1
18,45,14,1
18,51,22,1
18,53,3235,1
18,55,7,1
18,56,3,1
18,57,2507,1
18,58,38,1
18,60,1445,1
18,61,5,1
18,62,16,1
18,63,19,1
18,64,63,1
18,65,5083,1
18,66,32,1
18,67,6,1
19,1,15,1
19,3,1,1
19,10,2332,1
19,12,2,1
19,13,1,1
19,15,9,1
19,24,2,1
19,25,3,1
19,26,73,1
19,27,2,1
19,29,3,1
19,35,3,1
19,36,0,1
19,37,2,1
19,38,1,1
19,39,235,1
19,44,0,1
19,45,3,1
19,51,3,1
19,53,513,1
19,55,1,1
19,56,3,1
19,57,856,1
19,58,3,1
19,60,343,1
19,61,0,1
19,62,0,1
19,63,7,1
19,64,15,1
19,65,1988,1
19,66,8,1
19,67,0,1
20,1,117,1
20,3,113,1
20,10,35592,1
20,12,17,1
20,13,36,1
20,15,717,1
20,24,72,1
20,25,68,1
20,26,1584,1
20,27,18,1
20,29,57,1
20,35,39,1
20,36,23,1
20,37,18,1
20,38,62,1
20,39,18451,1
20,44,18,1
20,45,25,1
20,51,137,1
20,53,8548,1
20,55,118,1
20,56,12,1
20,57,12102,1
20,58,315,1
20,60,7520,1
20,61,20,1
20,62,40,1
20,63,105,1
20,64,222,1
20,65,24963,1
20,66,221,1
20,67,32,1
21,1,56,1
21,3,79,1
21,10,15079,1
21,12,8,1
21,13,11,1
21,15,460,1
21,24,20,1
21,25,24,1
21,26,660,1
21,27,4,1
21,29,28,1
21,35,17,1
21,36,12,1
21,37,11,1
21,38,14,1
21,39,7488,1
21,44,1,1
21,45,15,1
21,51,36,1
21,53,3598,1
21,55,28,1
21,56,24,1
21,57,4529,1
21,58,221,1
21,60,1964,1
21,61,9,1
21,62,23,1
21,63,31,1
21,64,76,1
21,65,7136,1
21,66,42,1
21,67,9,1
22,1,8,1
22,3,1,1
22,10,4150,1
22,12,0,1
22,13,2,1
22,15,18,1
22,24,4,1
22,25,4,1
22,26,140,1
22,27,4,1
22,29,5,1
22,35,1,1
22,36,3,1
22,37,1,1
22,38,7,1
22,39,510,1
22,44,5,1
22,45,2,1
22,51,5,1
22,53,816,1
22,55,4,1
22,56,0,1
22,57,809,1
22,58,14,1
22,60,438,1
22,61,0,1
22,62,1,1
22,63,9,1
22,64,14,1
22,65,2999,1
22,66,8,1
22,67,1,1
23,1,27,1
23,3,31,1
23,10,13550,1
23,12,8,1
23,13,13,1
23,15,401,1
23,24,12,1
23,25,16,1
23,26,621,1
23,27,5,1
23,29,20,1
23,35,6,1
23,36,7,1
23,37,0,1
23,38,12,1
23,39,4808,1
23,44,5,1
23,45,14,1
23,51,33,1
23,53,3359,1
23,55,24,1
23,56,6,1
23,57,4778,1
23,58,126,1
23,60,2277,1
23,61,30,1
23,62,6,1
23,63,29,1
23,64,84,1
23,65,8561,1
23,66,43,1
23,67,8,1
24,1,75,1
24,3,152,1
24,10,15796,1
24,12,8,1
24,13,13,1
24,15,341,1
24,24,12,1
24,25,14,1
24,26,732,1
24,27,4,1
24,29,23,1
24,35,11,1
24,36,11,1
24,37,3,1
24,38,19,1
24,39,8435,1
24,44,7,1
24,45,18,1
24,51,39,1
24,53,3902,1
24,55,21,1
24,56,5,1
24,57,5473,1
24,58,193,1
24,60,2614,1
24,61,23,1
24,62,31,1
24,63,49,1
24,64,122,1
24,65,11302,1
24,66,52,1
24,67,12,1
25,1,65,1
25,3,147,1
25,10,25797,1
25,12,25,1
25,13,21,1
25,15,671,1
25,24,26,1
25,25,16,1
25,26,1477,1
25,27,21,1
25,29,44,1
25,35,13,1
25,36,16,1
25,37,13,1
25,38,32,1
25,39,15919,1
25,44,106,1
25,45,32,1
25,51,97,1
25,53,6621,1
25,55,83,1
25,56,9,1
25,57,8761,1
25,58,421,1
25,60,4818,1
25,61,73,1
25,62,40,1
25,63,94,1
25,64,213,1
25,65,19128,1
25,66,143,1
25,67,28,1
26,1,13,1
26,3,14,1
26,10,5366,1
26,12,5,1
26,13,6,1
26,15,122,1
26,24,3,1
26,25,4,1
26,26,188,1
26,27,2,1
26,29,11,1
26,35,8,1
26,36,5,1
26,37,5,1
26,38,10,1
26,39,2013,1
26,44,0,1
26,45,4,1
26,51,18,1
26,53,1699,1
26,55,6,1
26,56,3,1
26,57,1671,1
26,58,62,1
26,60,879,1
26,61,5,1
26,62,11,1
26,63,15,1
26,64,32,1
26,65,3200,1
26,66,28,1
26,67,3,1
27,1,56,1
27,3,209,1
27,10,20474,1
27,12,13,1
27,13,49,1
27,15,388,1
27,24,128,1
27,25,21,1
27,26,945,1
27,27,11,1
27,29,35,1
27,35,20,1
27,36,21,1
27,37,15,1
27,38,34,1
27,39,3869,1
27,44,31,1
27,45,29,1
27,51,148,1
27,53,6231,1
27,55,27,1
27,56,41,1
27,57,7802,1
27,58,214,1
27,60,3414,1
27,61,15,1
27,62,29,1
27,63,88,1
27,64,170,1
27,65,10983,1
27,66,212,1
27,67,11,1
28,1,28,1
28,3,6,1
28,10,9125,1
28,12,9,1
28,13,45,1
28,15,58,1
28,24,9,1
28,25,10,1
28,26,414,1
28,27,7,1
28,29,19,1
28,35,7,1
28,36,11,1
28,37,8,1
28,38,290,1
28,39,1480,1
28,44,5,1
28,45,26,1
28,51,50,1
28,53,2400,1
28,55,5,1
28,56,5,1
28,57,3723,1
28,58,36,1
28,60,1788,1
28,61,4,1
28,62,19,1
28,63,43,1
28,64,221,1
28,65,6839,1
28,66,164,1
28,67,6,1
29,1,98,1
29,3,25,1
29,10,32072,1
29,12,24,1
29,13,67,1
29,15,192,1
29,24,355,1
29,25,40,1
29,26,1338,1
29,27,14,1
29,29,72,1
29,35,37,1
29,36,23,1
29,37,21,1
29,38,61,1
29,39,2260,1
29,44,30,1
29,45,76,1
29,51,120,1
29,53,8335,1
29,55,31,1
29,56,93,1
29,57,13255,1
29,58,125,1
29,60,5216,1
29,61,21,1
29,62,38,1
29,63,187,1
29,64,275,1
29,65,16577,1
29,66,346,1
29,67,28,1
30,1,110,1
30,3,64,1
30,10,21767,1
30,12,25,1
30,13,31,1
30,15,551,1
30,24,32,1
30,25,36,1
30,26,837,1
30,27,20,1
30,29,47,1
30,35,35,1
30,36,30,1
30,37,29,1
30,38,57,1
30,39,9868,1
30,44,26,1
30,45,36,1
30,51,69,1
30,53,5741,1
30,55,60,1
30,56,61,1
30,57,7240,1
30,58,416,1
30,60,3373,1
30,61,19,1
30,62,49,1
30,63,102,1
30,64,277,1
30,65,14181,1
30,66,316,1
30,67,43,1
31,1,74,1
31,3,31,1
31,10,22146,1
31,12,20,1
31,13,75,1
31,15,274,1
31,24,94,1
31,25,27,1
31,26,1139,1
31,27,10,1
31,29,40,1
31,35,28,1
31,36,29,1
31,37,32,1
31,38,45,1
31,39,4232,1
31,44,40,1
31,45,24,1
31,51,86,1
31,53,5391,1
31,55,19,1
31,56,31,1
31,57,9055,1
31,58,167,1
31,60,3936,1
31,61,13,1
31,62,28,1
31,63,83,1
31,64,265,1
31,65,18726,1
31,66,158,1
31,67,13,1
32,1,193,1
32,3,63,1
32,10,63593,1
32,12,58,1
32,13,91,1
32,15,795,1
32,24,452,1
32,25,101,1
32,26,3204,1
32,27,25,1
32,29,115,1
32,35,46,1
32,36,60,1
32,37,20,1
32,38,258,1
32,39,6366,1
32,44,120,1
32,45,82,1
32,51,251,1
32,53,21412,1
32,55,58,1
32,56,103,1
32,57,36085,1
32,58,448,1
32,60,16034,1
32,61,83,1
32,62,106,1
32,63,292,1
32,64,791,1
32,65,44870,1
32,66,813,1
32,67,64,1
33,1,157,1
33,3,30,1
33,10,43842,1
33,12,37,1
33,13,136,1
33,15,426,1
33,24,311,1
33,25,52,1
33,26,1960,1
33,27,6,1
33,29,70,1
33,35,85,1
33,36,37,1
33,37,25,1
33,38,80,1
33,39,5111,1
33,44,48,1
33,45,47,1
33,51,161,1
33,53,11300,1
33,55,67,1
33,56,28,1
33,57,18890,1
33,58,154,1
33,60,10731,1
33,61,35,1
33,62,69,1
33,63,289,1
33,64,430,1
33,65,31967,1
33,66,443,1
33,67,75,1
34,1,171,1
34,3,18,1
34,10,40390,1
34,12,47,1
34,13,53,1
34,15,117,1
34,24,415,1
34,25,54,1
34,26,1765,1
34,27,28,1
34,29,80,1
34,35,56,1
34,36,53,1
34,37,32,1
34,38,72,1
34,39,2000,1
34,44,42,1
34,45,54,1
34,51,134,1
34,53,8725,1
34,55,32,1
34,56,71,1
34,57,18596,1
34,58,89,1
34,60,9781,1
34,61,101,1
34,62,78,1
34,63,267,1
34,64,462,1
34,65,41604,1
34,66,436,1
34,67,59,1
